weekdayMin,weekdayRate,ppCode,parkingSystem,ppName,vehCat,satdayMin,satdayRate,sunPHMin,sunPHRate,geometries/0/coordinates,geometries/1/coordinates,startTime,parkCapacity,endTime,remarks,geometries/2/coordinates,geometries/3/coordinates,geometries/4/coordinates,geometries/5/coordinates
510 mins,$0.65,B0087,B,BAGHDAD STREET OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"31011.1577,31517.0537",,10.30 PM,8,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,B0088,B,BEDOK ROAD FOOD CENTRE OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"41565.8225,33682.3249",,07.00 AM,105,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,B0088,B,BEDOK ROAD FOOD CENTRE OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"41565.8225,33682.3249",,10.30 PM,105,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,B0088,B,BEDOK ROAD FOOD CENTRE OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"41565.8225,33682.3249",,10.30 PM,105,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,B0088,B,BEDOK ROAD FOOD CENTRE OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"41565.8225,33682.3249",,07.00 AM,16,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,B0088,B,BEDOK ROAD FOOD CENTRE OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"41565.8225,33682.3249",,10.30 PM,16,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,B0090,C,BENOI ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"10873.7719,31633.5084",,08.30 AM,48,05.00 PM,,,,,
870 mins,$0.65,B0092,C,BABOO LANE ,Motorcycle,870 mins,$0.65,0 mins,$0.00,"30323.8867,32332.9637",,08.30 AM,6,10.00 PM,,,,,
30 mins,$0.60,B0096,B,BUKIT TIMAH LINK OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"21717.7944,35943.5488",,07.00 AM,29,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,B0096,B,BUKIT TIMAH LINK OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"21717.7944,35943.5488",,10.30 PM,29,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,B0096,B,BUKIT TIMAH LINK OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"21717.7944,35943.5488",,10.30 PM,29,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,B0096,B,BUKIT TIMAH LINK OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"21717.7944,35943.5488",,07.00 AM,8,10.30 PM,,,,,
510 mins,$0.65,B0096,B,BUKIT TIMAH LINK OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"21717.7944,35943.5488",,10.30 PM,8,07.00 AM,,,,,
30 mins,$0.60,B0099,C,BENDEMEER ROAD HEAVY VEHICLE PARK,Car,30 mins,$0.60,30 mins,$0.60,"31085.5229,32945.4722",,07.00 AM,19,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,B0099,C,BENDEMEER ROAD HEAVY VEHICLE PARK,Car,30 mins,$0.60,30 mins,$0.60,"31085.5229,32945.4722",,10.30 PM,19,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,B0099,C,BENDEMEER ROAD HEAVY VEHICLE PARK,Car,510 mins,$5.00,510 mins,$5.00,"31085.5229,32945.4722",,10.30 PM,19,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$1.20,B0099,C,BENDEMEER ROAD HEAVY VEHICLE PARK,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"31085.5229,32945.4722",,07.00 AM,128,07.00 PM,Reserved for Season Ticket Holders from 7.00 pm to 7.00 am daily.,,,,
30 mins,$0.60,B0100,C,BRIGHTON CRESCENT ,Car,30 mins,$0.60,0 mins,$0.00,"32206.689,38328.8204",,08.30 AM,11,10.00 PM,,,,,
870 mins,$0.65,B0100,C,BRIGHTON CRESCENT ,Motorcycle,870 mins,$0.65,0 mins,$0.00,"32206.689,38328.8204",,08.30 AM,10,10.00 PM,,,,,
30 mins,$1.20,B0101,C,BOON LAY WAY HVP   ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"18824.5019,34367.594",,07.00 AM,341,07.00 PM,,,,,
570 mins,$0.65,BL001,C,BACKLANE BET CECIL STREET/MARKET STREET,Motorcycle,570 mins,$0.65,0 mins,$0.00,"29926.8416,29402.6487",,08.30 AM,20,05.00 PM,,,,,
870 mins,$0.65,BL008,C,BACKLANE BET NORTH CANAL ROAD/CIRCULAR RD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29658.2588,29889.2407",,08.30 AM,26,10.00 PM,,,,,
870 mins,$0.65,BL009,C,BACKLANE BET HONGKONG ST/CARPENTER STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29644.6822,30015.214",,08.30 AM,7,10.00 PM,,,,,
870 mins,$0.65,BL010,C,BACKLANE BET LORONG TELOK/CIRCULAR ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29755.624,29839.3235",,08.30 AM,20,10.00 PM,,,,,
570 mins,$0.65,BL011,C,BACKLANE OFF SYNAGOGUE STREET,Motorcycle,570 mins,$0.65,0 mins,$0.00,"29681.6078,29783.0353",,08.30 AM,43,05.00 PM,,,,,
870 mins,$0.65,BL014,C,BACKLANE BET BOON TAT STREET/AMOY STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29621.1101,29369.122",,08.30 AM,16,10.00 PM,,,,,
870 mins,$0.65,BL015,C,BACKLANE OFF AMOY STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29556.7231,29268.1156",,08.30 AM,8,10.00 PM,,,,,
870 mins,$0.65,BL016,C,BACKLANE OFF GEMMILL LANE,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29545.3442,29441.7397",,08.30 AM,6,10.00 PM,,,,,
870 mins,$0.65,BL019,C,BACKLANE BET UPPER CROSS ST/MOSQUE STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29213.7057,29658.0646",,08.30 AM,19,10.00 PM,,,,,
870 mins,$0.65,BL021,C,BACKLANE OFF COOK STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29213.6847,29057.4082",,08.30 AM,10,10.00 PM,,,,,
870 mins,$0.65,BL022,C,BACKLANE BET TRAS STREET/COOK STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29210.453,29002.3605",,08.30 AM,18,10.00 PM,,,,,
870 mins,$0.65,BL023,C,BACKLANE BET PECK SEAH STREET/TRAS STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29253.188,28850.9587",,08.30 AM,18,10.00 PM,,,,,
870 mins,$0.65,BL031,C,BACKLANE OFF BUKIT PASOH ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"28803.6039,28982.9891",,08.30 AM,12,10.00 PM,,,,,
870 mins,$0.65,BL032,C,BACKLANE OFF KEONG SAIK ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"28894.9046,29074.7728",,08.30 AM,7,10.00 PM,,,,,
870 mins,$0.65,BL033,C,BACKLANE OFF TECK LIM ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"28962.4945,29117.6317",,08.30 AM,12,10.00 PM,,,,,
870 mins,$0.65,BL034,C,BACKLANE BET KEONG SAIK ROAD/NEIL ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"28960.8907,29244.0823",,08.30 AM,11,10.00 PM,,,,,
870 mins,$0.65,BL041,C,BACKLANE BET CARPENTER /UPPER CIRCULAR ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29606.3566,30127.6262",,08.30 AM,9,10.00 PM,,,,,
570 mins,$0.65,BL046,C,BACKLANE BET SYNAGOGUE STREET/CHURCH STREET,Motorcycle,570 mins,$0.65,0 mins,$0.00,"29759.6663,29672.7746",,08.30 AM,9,05.00 PM,,,,,
870 mins,$0.65,BL053,C,BACKLANE BET BOON TAT STREET/MCCALLUM STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29755.8282,29168.1612",,08.30 AM,60,10.00 PM,,,,,
870 mins,$0.65,BL054,C,BACKLANE OFF BOON TAT STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29663.7704,29296.8169",,08.30 AM,24,10.00 PM,,,,,
870 mins,$0.65,BL055,C,BACKLANE OFF MCCALLUM STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29573.7845,29133.6023",,08.30 AM,3,10.00 PM,,,,,
870 mins,$0.65,BL060,C,BACKLANE OFF SMITH STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29094.504,29526.2259",,08.30 AM,15,10.00 PM,,,,,
870 mins,$0.65,BL061,C,BACKLANE BET TEMPLE STREET/PAGODA STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29187.1053,29507.4179",,08.30 AM,10,10.00 PM,,,,,
870 mins,$0.65,BL062,C,BACKLANE BET TEMPLE STREET/SMITH STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29287.7375,29409.1802",,08.30 AM,13,10.00 PM,,,,,
870 mins,$0.65,BL067,C,BACKLANE BET ANN SIANG ROAD/ERSKINE ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29322.1265,29312.703",,08.30 AM,21,10.00 PM,,,,,
870 mins,$0.65,BL076,C,BACKLANE BET CRAIG ROAD/DUXTON ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29111.4933,28913.0603",,08.30 AM,22,10.00 PM,,,,,
870 mins,$0.65,BL077,C,BACKLANE BET JIAK CHUAN RD/TECK LIM ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"28944.4173,29173.2799",,08.30 AM,7,10.00 PM,,,,,
870 mins,$0.65,BL092,C,BACKLANE OFF SEAH STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30361.8281,30979.232",,08.30 AM,3,10.00 PM,,,,,
870 mins,$0.65,BL093,C,BACKLANE OFF PURVIS STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30485.8294,30988.6298",,08.30 AM,9,10.00 PM,,,,,
870 mins,$0.65,BL094,C,BACKLANE BET MIDDLE ROAD/LIANG SEAH STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30505.0838,31172.912",,08.30 AM,16,10.00 PM,,,,,
870 mins,$0.65,BL109,C,BACKLANE BET PERAK ROAD/MADRAS STREET,Motorcycle,870 mins,$0.65,0 mins,$0.00,"30203.9377,31929.9898",,08.30 AM,5,10.00 PM,,,,,
870 mins,$0.65,BL111,C,BACKLANE BET MAYO STREET/DUNLOP STREET,Motorcycle,870 mins,$0.65,0 mins,$0.00,"30307.3076,31819.7605",,08.30 AM,11,10.00 PM,,,,,
870 mins,$0.65,BL112,C,BACKLANE BET DICKSON ROAD/DUNLOP STREET,Motorcycle,870 mins,$0.65,0 mins,$0.00,"30348.8547,31862.5046",,08.30 AM,10,10.00 PM,,,,,
870 mins,$0.65,BL116,C,BACKLANE BET KAMPONG KAPOR/UPPER DICKSON RD,Motorcycle,870 mins,$0.65,0 mins,$0.00,"30154.6544,32081.4463",,08.30 AM,10,10.00 PM,,,,,
870 mins,$0.65,BL118,C,BACKLANE BET DICKSON ROAD/UPPER WELD ROAD,Motorcycle,870 mins,$0.65,0 mins,$0.00,"30326.749,31993.1786",,08.30 AM,5,10.00 PM,,,,,
870 mins,$0.65,BL120,C,BACKLANE BET CUFF ROAD /VEERASAMY ROAD,Motorcycle,870 mins,$0.65,0 mins,$0.00,"30285.4535,32173.8806",,08.30 AM,11,10.00 PM,,,,,
870 mins,$0.65,BL124,C,BACKLANE BET HINDOO ROAD/ROWELL ROAD,Motorcycle,870 mins,$0.65,0 mins,$0.00,"30281.713,32378.6774",,08.30 AM,4,10.00 PM,,,,,
870 mins,$0.65,BL128,C,BACKLANE OFF ROWELL ROAD,Motorcycle,870 mins,$0.65,0 mins,$0.00,"30545.7808,32184.4487",,08.30 AM,8,10.00 PM,,,,,
570 mins,$0.65,BL132,C,BACKLANE OFF DESKER ROAD,Motorcycle,570 mins,$0.65,0 mins,$0.00,"30433.0664,32416.0697",,08.30 AM,6,05.00 PM,,,,,
870 mins,$0.65,BL137,C,BACKLANE OFF SAM LEONG ROAD,Motorcycle,870 mins,$0.65,0 mins,$0.00,"30682.7673,32400.7814",,08.30 AM,13,10.00 PM,,,,,
870 mins,$0.65,BL138,C,BACKLANE BET KELANTAN LANE/KELANTAN ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30537.4739,32056.601",,08.30 AM,8,10.00 PM,,,,,
870 mins,$0.65,BL141,C,BACKLANE BET TOWNSHEND ROAD/JALAN BESAR,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30700.9307,32292.809",,08.30 AM,8,10.00 PM,,,,,
870 mins,$0.65,BL144,C,BACKLANE BET KITCHENER ROAD/PLUMER ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30788.3158,32424.7152",,08.30 AM,5,10.00 PM,,,,,
870 mins,$0.65,BL151,C,BACKLANE OFF CAVAN ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"31102.5347,32533.7666",,08.30 AM,5,10.00 PM,,,,,
870 mins,$0.65,BL172,C,BACKLANE BET ARAB STREET/JALAN PINANG,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30795.3859,31646.3103",,08.30 AM,10,10.00 PM,,,,,
870 mins,$0.65,BL177,C,BACKLANE OFF BAGHDAD STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30998.2951,31513.7523",,08.30 AM,10,10.00 PM,,,,,
870 mins,$0.65,BL180,C,BACKLANE BET JALAN SULTAN/ALIWAL STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"31086.2328,31717.2764",,08.30 AM,20,10.00 PM,,,,,
870 mins,$0.65,BL192,C,BACKLANE OFF FARLEIGH AVENUE,Motorcycle,870 mins,$0.65,0 mins,$0.00,"31572.9894,38489.472",,08.30 AM,15,10.00 PM,,,,,
870 mins,$0.65,BL193,C,BACKLANE OFF SERANGOON GARDEN WAY,Motorcycle,870 mins,$0.65,0 mins,$0.00,"31564.0542,38412.561",,08.30 AM,8,10.00 PM,,,,,
900 mins,$0.65,BL196,C,BACKLANE OFF BLAIR RD/ SPOTTISWOODE PARK ROAD,Motorcycle,900 mins,$0.65,900 mins,$0.65,"28378.5057,28832.3262",,07.00 AM,11,10.00 PM,,,,,
870 mins,$0.65,BL201,C,BACKLANE OFF JALAN BERSEH,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30633.2306,32178.3492",,08.30 AM,19,10.00 PM,,,,,
870 mins,$0.65,BL204,C,BACKLANE BET CLIVE STREET/MADRAS STREET,Motorcycle,870 mins,$0.65,0 mins,$0.00,"30129.0302,31929.565",,08.30 AM,11,10.00 PM,,,,,
870 mins,$0.65,BL208,C,BACKLANE BET BAGHDAD STREET/MUSCAT STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30942.4076,31575.6044",,08.30 AM,19,10.00 PM,,,,,
870 mins,$0.65,BL209,C,BACKLANE OFF MOHD ALI LANE/ANN SIANG HILL,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29340.602,29349.1235",,08.30 AM,6,10.00 PM,,,,,
870 mins,$0.65,BL210,C,BACKLANE OFF NORTH BRIDGE ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30926.3473,31735.1034",,08.30 AM,5,10.00 PM,,,,,
870 mins,$0.65,BL212,C,BACKLANE BET ONAN ROAD / JOO CHIAT ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"35603.2414,32473.8007",,08.30 AM,6,10.00 PM,,,,,
30 mins,$1.20,C0004,C,CARPENTER STREET ,Car,30 mins,$1.20,30 mins,$0.60,"29613.4454,30059.4514",,08.30 AM,35,05.00 PM,,,,,
30 mins,$0.60,C0004,C,CARPENTER STREET ,Car,30 mins,$0.60,30 mins,$0.60,"29613.4454,30059.4514",,05.00 PM,35,10.00 PM,,,,,
30 mins,$0.60,C0009,C,CHANDER ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"29990.3593,32252.5495",,08.30 AM,13,10.00 PM,,,,,
30 mins,$0.60,C0011,C,CHEONG CHIN NAM ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"21527.2337,36199.4721",,08.30 AM,66,10.00 PM,,,,,
870 mins,$0.65,C0011,C,CHEONG CHIN NAM ROAD ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"21527.2337,36199.4721",,08.30 AM,26,10.00 PM,,,,,
30 mins,$1.20,C0018,C,CIRCULAR ROAD ,Car,30 mins,$1.20,30 mins,$0.60,"29760.0138,29871.9436",,08.30 AM,35,05.00 PM,,,,,
30 mins,$0.60,C0018,C,CIRCULAR ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"29760.0138,29871.9436",,05.00 PM,35,10.00 PM,,,,,
30 mins,$1.20,C0022,C,CLUB STREET ,Car,30 mins,$1.20,30 mins,$0.60,"29413.5523,29348.8278","29532.9388,29462.4178",08.30 AM,29,05.00 PM,,"29393.7043,29384.9812",,,
30 mins,$0.60,C0022,C,CLUB STREET ,Car,30 mins,$0.60,30 mins,$0.60,"29413.5523,29348.8278","29532.9388,29462.4178",05.00 PM,29,10.00 PM,,"29393.7043,29384.9812",,,
870 mins,$0.65,C0022,C,CLUB STREET ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29413.5523,29348.8278","29532.9388,29462.4178",08.30 AM,7,10.00 PM,,"29393.7043,29384.9812",,,
30 mins,$0.60,C0028,C,CUFF ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"30191.9605,32143.9604",,08.30 AM,40,10.00 PM,,,,,
30 mins,$1.20,C0036,C,CLAYMORE ROAD ,Car,30 mins,$1.20,30 mins,$0.60,"27667.6272,32217.3029",,08.30 AM,4,05.00 PM,,,,,
30 mins,$0.60,C0036,C,CLAYMORE ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"27667.6272,32217.3029",,05.00 PM,4,10.00 PM,,,,,
30 mins,$2.40,C0036,C,CLAYMORE ROAD ,Heavy Vehicle,30 mins,$2.40,30 mins,$1.20,"27667.6272,32217.3029",,08.30 AM,2,05.00 PM,,,,,
30 mins,$1.20,C0036,C,CLAYMORE ROAD ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"27667.6272,32217.3029",,05.00 PM,2,10.00 PM,,,,,
870 mins,$0.65,C0036,C,CLAYMORE ROAD ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"27667.6272,32217.3029",,08.30 AM,42,10.00 PM,,,,,
30 mins,$1.20,C0038,C,CLAYMORE HILL ,Car,30 mins,$1.20,30 mins,$0.60,"27834.4449,32299.3104",,08.30 AM,10,05.00 PM,,,,,
30 mins,$0.60,C0038,C,CLAYMORE HILL ,Car,30 mins,$0.60,30 mins,$0.60,"27834.4449,32299.3104",,05.00 PM,10,10.00 PM,,,,,
30 mins,$2.40,C0038,C,CLAYMORE HILL ,Heavy Vehicle,30 mins,$2.40,30 mins,$1.20,"27834.4449,32299.3104",,08.30 AM,2,05.00 PM,,,,,
30 mins,$1.20,C0038,C,CLAYMORE HILL ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"27834.4449,32299.3104",,05.00 PM,2,10.00 PM,,,,,
870 mins,$0.65,C0038,C,CLAYMORE HILL ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"27834.4449,32299.3104",,08.30 AM,25,10.00 PM,,,,,
30 mins,$0.60,C0039,C,CORONATION WALK ,Car,30 mins,$0.60,0 mins,$0.00,"25313.8048,33963.7304",,08.30 AM,10,05.00 PM,,,,,
30 mins,$0.60,C0041,C,CHIN BEE ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"14642.9916,34397.8576","14509.2255,34948.9816",08.30 AM,55,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,C0045,C,CHIN BEE DRIVE ,Car,30 mins,$0.60,0 mins,$0.00,"14730.4121,35365.1993",,08.30 AM,29,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,C0053,C,CAIRNHILL ROAD SERVICE ROAD,Car,30 mins,$0.60,0 mins,$0.00,"28424.1111,32268.9728",,08.30 AM,12,05.00 PM,,,,,
30 mins,$1.20,C0055,C,CHOA CHU KANG WAY ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"17971.4367,42390.8303","17638.926,41482.7128",07.00 AM,47,07.00 PM,Reserved for Season Ticket Holders from 7.00 pm to 7.00 am daily.,"17871.0679,41893.6147",,,
30 mins,$0.60,C0057,C,CASUARINA ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"27406.0252,39879.5589",,08.30 AM,10,05.00 PM,,,,,
30 mins,$1.20,C0058,C,CLEMENCEAU AVENUE ,Car,30 mins,$1.20,30 mins,$0.60,"29171.4486,31120.996",,08.30 AM,15,05.00 PM,,,,,
30 mins,$0.60,C0058,C,CLEMENCEAU AVENUE ,Car,30 mins,$0.60,30 mins,$0.60,"29171.4486,31120.996",,05.00 PM,15,10.00 PM,,,,,
30 mins,$1.20,C0063,C,CHENG YAN PLACE ,Car,30 mins,$1.20,30 mins,$0.60,"30363.7074,31373.7871",,08.30 AM,4,05.00 PM,,,,,
30 mins,$0.60,C0063,C,CHENG YAN PLACE ,Car,30 mins,$0.60,30 mins,$0.60,"30363.7074,31373.7871",,05.00 PM,4,10.00 PM,,,,,
30 mins,$2.40,C0063,C,CHENG YAN PLACE ,Heavy Vehicle,30 mins,$2.40,30 mins,$1.20,"30363.7074,31373.7871",,08.30 AM,3,05.00 PM,,,,,
30 mins,$1.20,C0063,C,CHENG YAN PLACE ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"30363.7074,31373.7871",,05.00 PM,3,10.00 PM,,,,,
870 mins,$0.65,C0063,C,CHENG YAN PLACE ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30363.7074,31373.7871",,08.30 AM,15,10.00 PM,,,,,
30 mins,$0.60,C0097,C,CAMPBELL LANE ,Car,30 mins,$0.60,0 mins,$0.00,"30147.2092,31948.6197",,08.30 AM,8,10.00 PM,,,,,
30 mins,$0.60,C0098,C,CLIVE STREET ,Car,30 mins,$0.60,0 mins,$0.00,"30138.2968,31996.6172","30191.7819,32084.4449",08.30 AM,16,10.00 PM,,,,,
30 mins,$1.20,C0098,C,CLIVE STREET ,Heavy Vehicle,30 mins,$1.20,0 mins,$0.00,"30138.2968,31996.6172","30191.7819,32084.4449",08.30 AM,2,10.00 PM,,,,,
30 mins,$0.60,C0104,C,CAVAN ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"31145.392,32584.4432",,08.30 AM,13,10.00 PM,,,,,
30 mins,$1.20,C0110,C,COOK STREET ,Car,30 mins,$1.20,30 mins,$0.60,"29224.0681,29028.6891",,08.30 AM,5,05.00 PM,,,,,
30 mins,$0.60,C0110,C,COOK STREET ,Car,30 mins,$0.60,30 mins,$0.60,"29224.0681,29028.6891",,05.00 PM,5,10.00 PM,,,,,
30 mins,$0.60,C0113,C,CHANGI ROAD (BET JALAN KEMBANGAN/STILL ROAD),Car,30 mins,$0.60,0 mins,$0.00,"36196.8486,33363.3823","36546.2106,33431.5619",08.30 AM,61,10.00 PM,,"36756.6794,33471.0038",,,
30 mins,$0.60,C0114,C,CHANGI ROAD SERVICE ROAD,Car,30 mins,$0.60,0 mins,$0.00,"36237.0808,33352.8565",,08.30 AM,38,10.00 PM,,,,,
30 mins,$0.60,C0118,C,CEYLON ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"35292.0676,32601.7147","35742.7038,31971.6647",08.30 AM,13,10.00 PM,,,,,
30 mins,$0.60,C0119,B,CEYLON ROAD OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"35357.921,32462.723",,07.00 AM,23,10.30 PM,,,,,
30 mins,$0.60,C0119,B,CEYLON ROAD OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"35357.921,32462.723",,10.30 PM,23,07.00 AM,,,,,
510 mins,$5.00,C0119,B,CEYLON ROAD OFF STREET ,Car,510 mins,$5.00,510 mins,$5.00,"35357.921,32462.723",,10.30 PM,23,07.00 AM,,,,,
30 mins,$0.60,C0120,C,CHIA PING ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"15165.5215,34607.5671","15298.5281,34570.6101",08.30 AM,18,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,C0122,C,CHANGI VILLAGE ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"45141.2272,40986.4297","45128.5034,41200.5341",07.00 AM,21,10.00 PM,,,,,
30 mins,$1.20,C0122,C,CHANGI VILLAGE ROAD ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"45141.2272,40986.4297","45128.5034,41200.5341",07.00 AM,2,10.00 PM,,,,,
900 mins,$0.65,C0122,C,CHANGI VILLAGE ROAD ,Motorcycle,900 mins,$0.65,900 mins,$0.65,"45141.2272,40986.4297","45128.5034,41200.5341",07.00 AM,25,10.00 PM,,,,,
30 mins,$0.60,C0126,C,CHANGI SOUTH AVENUE 2 ,Car,30 mins,$0.60,0 mins,$0.00,"43200.1699,34923.2903",,08.30 AM,12,05.00 PM,,,,,
570 mins,$0.65,C0126,C,CHANGI SOUTH AVENUE 2 ,Motorcycle,570 mins,$0.65,0 mins,$0.00,"43200.1699,34923.2903",,08.30 AM,18,05.00 PM,,,,,
30 mins,$0.60,C0128,C,CHANGI SOUTH AVENUE 4 ,Car,30 mins,$0.60,0 mins,$0.00,"43284.9106,35258.181",,08.30 AM,28,05.00 PM,,,,,
570 mins,$0.65,C0128,C,CHANGI SOUTH AVENUE 4 ,Motorcycle,570 mins,$0.65,0 mins,$0.00,"43284.9106,35258.181",,08.30 AM,12,05.00 PM,,,,,
30 mins,$0.60,C0129,C,CHANGI SOUTH STREET 1 ,Car,30 mins,$0.60,0 mins,$0.00,"43067.3073,35115.18","43281.1899,35433.9866",08.30 AM,58,05.00 PM,,,,,
570 mins,$0.65,C0129,C,CHANGI SOUTH STREET 1 ,Motorcycle,570 mins,$0.65,0 mins,$0.00,"43067.3073,35115.18","43281.1899,35433.9866",08.30 AM,4,05.00 PM,,,,,
30 mins,$0.60,C0130,C,CHANGI SOUTH STREET 2 ,Car,30 mins,$0.60,0 mins,$0.00,"42425.101,34825.7223",,08.30 AM,77,05.00 PM,,,,,
570 mins,$0.65,C0130,C,CHANGI SOUTH STREET 2 ,Motorcycle,570 mins,$0.65,0 mins,$0.00,"42425.101,34825.7223",,08.30 AM,20,05.00 PM,,,,,
30 mins,$0.60,C0132,C,CHANGI ROAD (BET JOO CHIAT ROAD/STILL ROAD),Car,30 mins,$0.60,30 mins,$0.60,"35697.8004,33266.4821","35608.7398,33233.9132",08.30 AM,61,10.00 PM,,,,,
